Corpus,Amount,Duplicates
131124015,2,51634892 131124015
170122280,2,170651872 170122280
196400393,2,2355025 196400393
21233966,2,31080393 21233966
116871807,2,78154182 116871807
144586658,2,144586658 21262165
70918595,2,70918595 70407670
42688903,2,79624355 42688903
93019887,2,93019887 93127167
28482327,2,70718210 28482327
30968892,2,30968892 78965798
43185433,2,43185433 41581279
62725355,2,18382392 62725355
210056620,2,210056620 107215269
125507447,2,36167907 125507447
5699610,2,204080529 5699610
189775135,2,98334747 189775135
6333226,2,6333226 196802854
200138421,2,22220155 200138421
33702227,2,33702227 120486916
38455960,2,38455960 35647820
20251766,2,20251766 144634678
41062600,2,41062600 98344477
128610113,2,128610113 131198853
141957519,2,141979820 141957519
206110424,2,206110424 52863827
34659731,2,197064114 34659731
31486694,2,100267356 31486694
139339959,2,52116603 139339959
124309515,2,124309515 114825340
36880729,2,36880729 121637807
25821321,2,71726960 25821321
40715658,2,15565946 40715658
59881032,2,59881032 118809933
193662,2,30403553 193662
19476964,2,196922474 19476964
196766476,2,196766476 197093140
197370956,2,95104273 197370956
153260633,2,153260633 150422950
154636424,2,154636424 195334780
1359719,2,11816224 1359719
1381242,2,1381242 54457847
2807069,2,195608100 2807069
196157414,2,53417347 196157414
208063475,2,208063475 30332478
189896512,2,189896512 1967141
109594605,2,110748104 109594605
86661534,2,11222691 86661534
2716126,2,2716126 47201743
196883279,2,98125142 196883279
33358121,2,6457632 33358121
193227628,2,193227628 194586863
62301749,3,29741258 18841306 62301749
122903756,2,122903756 15131262
16716443,2,16716443 59795294
61655982,2,61655982 6153927
180900702,2,184158324 180900702
186259448,2,186259448 85945762
189784522,2,189791736 189784522
208545088,2,208545088 20574505
75989743,2,13288004 75989743
60940597,2,34089058 60940597
4763509,2,78300252 4763509
99134276,2,103881929 99134276
209149269,2,22102394 209149269
85393427,2,62907482 85393427
122067941,2,15362458 122067941
85706368,2,85706368 92556723
200067183,2,200067183 56236063
189942041,2,189942041 153652879
17817758,2,17817758 15881367
83262586,2,83262586 2388748
37879085,2,208952556 37879085
39808077,2,39808077 20154902
71910644,2,71910644 42705111
2486911,2,6341798 2486911
2422203,2,2422203 83153349
8105054,2,31680488 8105054
11347536,2,11347536 138335755
10810661,2,98097893 10810661
189820693,2,119437885 189820693
61141173,2,60740185 61141173
10631063,2,8297645 10631063
196972444,2,196713892 196972444
122267388,2,117014760 122267388
63888451,2,42295576 63888451
202261711,2,203121900 202261711
35748435,2,35748435 44640108
201207914,2,201207914 92483419
119169423,2,119154686 119169423
61730596,2,61730596 14758862
22624217,2,22624217 81436074
195129822,2,195104320 195129822
212664330,2,212664330 212664750
138927214,2,38450994 138927214
31505903,2,26824546 31505903
35168004,2,26182817 35168004
94482427,2,201672328 94482427
197649478,2,33326170 197649478
122810397,2,7860746 122810397
110234206,2,195860805 110234206
198391448,2,204273696 198391448
158725349,2,158725349 159709975
205986932,2,58070161 205986932
6330365,2,39746131 6330365
97361053,2,93464059 97361053
116895894,2,116895894 189868910
21285656,2,21285656 196607771
197687418,2,197687418 4857907
161821918,2,161821918 195217206
95219331,2,197350426 95219331
107082132,2,107082132 138552469
92621176,2,92621176 92896225
98994455,2,197149074 98994455
35350139,2,35350139 197311964
12242549,2,196912376 12242549
202133817,2,202133817 199486311
203801701,2,196496137 203801701
123558097,2,123558097 204176859
123533321,2,123533321 31450348
198005425,2,198005425 34024947
32722318,2,83429234 32722318
37260462,2,4517373 37260462
208513838,2,1430533 208513838
153430327,2,198650316 153430327
196709515,2,196709515 197219220
204754291,2,204754291 92108191
79458151,2,39000075 79458151
188718093,2,168810162 188718093
13558387,2,208607161 13558387
12866575,2,196798321 12866575
97119225,2,97119225 195861506
7597123,2,114086560 7597123
158538222,2,147129085 158538222
17574020,2,90841841 17574020
97409549,2,95463876 97409549
136632320,2,136632320 137544401
101599989,2,101599989 99401461
195241342,3,29741258 14887186 195241342
68095933,2,71990384 68095933
22454600,2,22454600 214590633
202559173,2,202559173 41516574
95166270,2,195068701 95166270
35564373,2,35564373 196865687
40923641,2,40923641 5143471
15656747,2,61241690 15656747
72781429,2,72602769 72781429
196820623,2,196959105 196820623
19293794,2,19293794 196587306
32640075,2,32640075 36513783
45597581,2,197019517 45597581
40625074,2,68776233 40625074
208787113,2,208787113 107307263
51656730,2,51656730 51658094
64613300,2,67867705 64613300
151524695,2,197760425 151524695
37434842,2,37434842 691107
86280359,2,13369812 86280359
5638691,2,5638691 201838932
195115456,2,195115456 195153888
45781133,2,29225356 45781133
196679290,2,196660664 196679290
95468791,2,196851280 95468791
201278609,2,201278609 96371357
196426579,2,196426579 207873167
196644245,2,14337028 196644245
47560268,2,47560268 24799791
34149381,2,41818097 34149381
6770417,2,6770417 25456804
120377423,2,108762232 120377423
44826274,2,44826274 116576919
14217650,2,14217650 120612422
29642551,2,18926826 29642551
8552841,2,8552841 53302795
196424030,2,25569121 196424030
36480840,2,15430664 36480840
45753263,2,20841529 45753263
208261276,2,208261276 209588093
29980846,2,5342819 29980846
84329139,2,84329139 23659949
45435691,2,45435691 6211959
68843577,2,68843577 71342374
5825780,2,5825780 32785935
124781484,2,118981472 124781484
102347812,2,102347812 53215284
62242026,2,62242026 6400045
196861345,2,196861345 98110745
214198975,2,119104334 214198975
7682652,2,7682652 29410596
140214217,2,140214217 140224550
114164508,2,114164508 45381983
3729570,2,3729570 47238550
45635688,2,45635688 36284321
197050129,2,197050129 93401010
46255374,2,46255374 38162927
73064076,2,43197596 73064076
79313022,2,12783282 79313022
165908210,2,165908210 144903059
21981546,2,21981546 74697132
52067431,2,16326156 52067431
31983385,2,31983385 11705100
73032290,2,73032290 72398287
8842389,2,119018108 8842389
59341241,2,59341241 58589157
78974465,2,78974465 28074747
99436853,2,93223504 99436853
121166474,2,121166474 39842199
130132528,2,130132528 130792581
23186,2,23186 18775579
33913387,2,33913387 32240062
39765186,2,39765186 84844039
121142641,2,123979296 121142641
53300233,2,54390072 53300233
51662511,2,51666380 51662511
77636579,2,763634 77636579
128172996,4,215143469 215121118 128172996 52925551
59086487,2,13159059 59086487
8386773,2,208106450 8386773
97463734,2,197222968 97463734
12886101,2,72051699 12886101
204116952,2,204116952 209731882
24968854,2,58034443 24968854
122569115,2,120789913 122569115
196998442,2,196998442 98198134
203704170,2,203704170 110588738
158495759,2,197767976 158495759
202244537,2,202244537 144511431
17296287,2,8897092 17296287
34421755,2,34421755 46437332
40018681,2,40018681 45445326
189842884,2,189842884 13610375
121466417,2,121466417 189775374
28598996,2,23772208 28598996
196532941,2,92606132 196532941
5612965,2,195349105 5612965
122736101,2,18535242 122736101
96984828,2,197292168 96984828
119017569,2,119017569 11784822
89348926,2,157698978 89348926
8590237,2,209225076 8590237
46845608,2,43843224 46845608
121204318,2,123166716 121204318
47563793,2,47563793 52800822
33961167,2,1986110 33961167
89438633,2,89438633 13785503
213558578,2,213558578 151253259
196718970,2,197158001 196718970
35547131,2,35547131 195863710
3437369,2,3437369 58117542
89279556,2,89279556 89444830
197820888,2,197820888 12144117
165072882,2,115087721 165072882
41854485,2,148533 41854485
289763,2,289763 124695732
20641033,2,21479249 20641033
113609283,2,113609283 26793063
59473879,2,201122498 59473879
208556921,2,212621953 208556921
44217364,2,44217364 39883575
21784343,2,396512 21784343
208868837,2,208868837 5357430
98254615,2,189852260 98254615
166213815,2,188091699 166213815
36264297,3,208793571 36264297 38484453
211233605,2,30093452 211233605
17888264,2,17888264 195349569
23032004,2,23032004 196719718
91170024,2,91170024 88890165
71007465,2,71007465 40489029
10226557,2,202646525 10226557
8141731,2,76314969 8141731
96617261,2,96617261 30916485
80049514,2,80049514 207545242
19073801,2,19073801 196628139
214806393,2,214806393 64329193
195858343,2,14470329 195858343
130706853,2,73589361 130706853
10245864,2,10245864 198124637
197038265,2,197038265 196767492
122769008,2,122769008 19695809
38672704,2,38672704 31236621
123789647,2,123407625 123789647
9775470,3,29741258 11996618 9775470
74845969,2,74845969 15713338
93082395,2,93082395 100282227
8243239,3,215144887 1584340 8243239
16567924,2,16567924 35519405
208047645,2,208047645 33216639
47036555,2,73319737 47036555
130787859,2,130787859 19342836
25541652,2,40302584 25541652
12517810,2,12517810 119656586
25550082,2,25550082 123061707
62446478,2,62446478 61566943
196516571,2,196516571 81766133
103325491,2,103325491 103186309
196791627,2,196791627 11753654
197048566,2,28466450 197048566
196800106,2,196800106 197125598
84876535,2,84876535 42611711
28135345,2,28135345 122797177
31331646,2,13505561 31331646
78707305,2,78707305 71255210
207956287,2,63180264 207956287
79618889,2,79618889 47434191
126402070,2,119891826 126402070
74598373,2,74598373 26006751
166290143,2,203275419 166290143
196817687,2,98476742 196817687
197124380,2,4974050 197124380
130992867,2,130992867 114923892
209247453,2,203342034 209247453
96905416,2,96905416 196790846
27124050,2,27124050 70597877
39143407,2,27624976 39143407
197348035,2,197348035 19285467
150563358,2,150563358 143202423
156725506,2,18065650 156725506
10562170,2,10562170 90220973
197244075,2,197244075 96263574
116714159,2,114723597 116714159
126039957,2,126039957 35358454
114172876,2,114172876 85565519
196760117,2,196760117 197121086
79994226,2,22939098 79994226
30057436,2,30057436 145388007
196855283,2,196855283 196601534
83079831,2,207947355 83079831
98528183,2,197214328 98528183
54356432,2,54356432 54244046
118203779,2,14042699 118203779
1433558,2,52820380 1433558
189889708,2,122208161 189889708
113761008,2,113761008 120797808
97688788,2,197069452 97688788
113513974,2,119626182 113513974
4492224,2,4492224 164387733
46299884,2,18828017 46299884
208735197,2,208763859 208735197
195797721,2,195797721 150677570
196775203,2,196893834 196775203
44192957,2,44233754 44192957
199012659,2,27154129 199012659
81909422,2,81816768 81909422
109173245,2,11191385 109173245
26543929,2,26543929 73278391
39070754,2,39070754 197239710
14914187,2,34085802 14914187
91921038,2,196186107 91921038
115672855,2,195858886 115672855
53279219,2,53279219 202402291
116162023,2,207682616 116162023
165524024,2,165524024 162309954
199622162,2,199622162 80860498
31665344,2,31665344 78963353
22594453,2,29741258 22594453
53186328,2,53186328 85397359
208258820,2,1005425 208258820
3391430,2,3391430 80989959
135411151,2,203123968 135411151
33408941,2,24008436 33408941
201941822,2,78669142 201941822
76664377,2,76664377 76661263
197392002,2,197392002 42806099
108892133,2,109583387 108892133
93707945,2,93707945 197389786
22872425,2,22872425 83716687
110405744,2,110405744 120578278
72075198,2,33860677 72075198
88989336,2,88989336 20169910
195365798,2,104027548 195365798
10572429,2,10572429 122060879
8254875,2,8254875 12656551
9837635,2,9837635 40710759
5863192,2,5863192 1591277
156045532,2,156045532 208038485
134082784,2,134082784 134321217
72407617,2,72407617 21400724
197044325,2,95796786 197044325
4524410,2,88845441 4524410
12557299,2,13927587 12557299
58816932,2,58816932 59771261
94991379,2,196968312 94991379
10506877,2,45304010 10506877
97553785,2,97553785 197002475
341667,2,341667 202927516
186210130,2,186210130 110800619
196937906,2,196937906 95947590
56521678,2,45970771 56521678
195863965,2,110506004 195863965
14427566,2,197473800 14427566
52903739,2,69608152 52903739
158777535,2,155948931 158777535
146160492,2,146160492 74674853
16124937,2,52848225 16124937
73059404,2,207280411 73059404
163624232,2,163624232 165635561
123321178,2,123321178 126096318
25338207,2,140103833 25338207
980360,2,980360 41248572
51605665,2,78869545 51605665
210673132,2,210673132 72288228
195675235,2,33675042 195675235
20809524,2,54524608 20809524
118266186,2,118266186 158443923
116574148,2,116574148 44440292
37627113,2,37627113 89449711
40262445,2,459168 40262445
11796157,2,60625682 11796157
20736352,2,198369632 20736352
103515370,2,103515370 102528115
185006663,2,183014444 185006663
71265803,2,71265803 45920335
211534958,2,213868187 211534958
186214205,2,186214205 108465149
13301459,2,80151322 13301459
209929121,2,209929121 15249335
166897427,2,166897427 53416036
46409594,2,46409594 56727615
195160566,2,195274387 195160566
132066235,2,132066235 199471134
86176296,2,86176296 8323462
82506682,2,82506682 40692324
40647896,2,40647896 203867130
60083573,2,60083573 106626094
196995855,2,27653729 196995855
96131250,2,197114216 96131250
118564390,2,118564390 122091806
2174684,2,2174684 33370847
156292342,2,143239368 156292342
135761868,2,43840259 135761868
52041351,2,4957425 52041351
17128851,2,45941914 17128851
13090039,2,197114483 13090039
197205875,2,94922520 197205875
18149703,2,15491331 18149703
208619013,2,208619013 46999095
5583019,2,5583019 12193999
124416296,2,124416296 120642790
71315193,2,73384944 71315193
71756669,2,36121301 71756669
11771164,2,11771164 53245740
17898813,2,15753672 17898813
46821568,2,46821568 79833635
96904553,2,96904553 196789762
136149135,2,136181752 136149135
26317217,2,26317217 83600882
23084244,2,44682626 23084244
13420149,2,13420149 12963591
62693067,2,14081042 62693067
189899299,2,189899299 122443771
189946607,2,16776254 189946607
16810261,3,29741258 195705584 16810261
74817611,2,74817611 177574671
51653475,2,51653475 52956061
11700940,2,11700940 151514492
35007519,2,78706864 35007519
95569839,2,197032856 95569839
7771476,2,119855235 7771476
68360115,2,68360115 74442614
129364988,2,129364988 202914269
84446089,2,84446089 32475827
195274253,2,195129296 195274253
54099905,2,54099905 78957862
100078997,2,189788625 100078997
27471040,2,27471040 41999668
6097631,2,31409094 6097631
125044281,2,125044281 122229351
207938221,2,212841353 207938221
3509794,2,3509794 201021390
198243311,2,211064361 198243311
22122111,2,52854458 22122111
33397295,2,205679008 33397295
79710543,2,4805978 79710543
85663963,2,24183064 85663963
527225,2,527225 110813058
86086723,2,20187368 86086723
12742369,2,12742369 108607821
2109347,2,35373489 2109347
7395481,2,7395481 54136036
208324283,2,208320129 208324283
25499272,2,25499272 73146197
73460804,2,196684825 73460804
138975068,2,53491323 138975068
19589272,2,74790744 19589272
75660747,2,33818113 75660747
196824359,2,196998848 196824359
208762998,2,208695784 208762998
197132361,2,95706456 197132361
122397994,2,122397994 126107772
53391754,2,53391754 197591445
153488448,2,153488448 29040920
87699185,2,87699185 91391590
97298504,2,97298504 197264381
208236068,2,74717537 208236068
213179795,2,213179795 138808327
117585516,2,117585516 125533301
40976123,2,1623451 40976123
182450646,2,208370515 182450646
197365281,2,197365281 196819980
125683823,2,126037416 125683823
91683878,2,138043590 91683878
135361457,2,135361457 130772755
195162748,2,195278098 195162748
88400952,2,88400952 87623464
196519756,2,5392024 196519756
33315916,2,33315916 110132062
158727385,2,158727385 56126270
197181669,2,32522245 197181669
40407450,2,40407450 35538348
3659192,2,3659192 53874022
202021997,2,209420051 202021997
198711376,2,198711376 198647701
86357947,2,86357947 53645783
208745603,2,208745603 147234014
197186496,2,197186496 26145009
86922751,2,84625219 86922751
46374444,2,46374444 83586207
189879242,2,966112 189879242
677611,2,677611 154241111
122436647,2,173178518 122436647
21337320,2,21337320 195671709
108775156,2,207834530 108775156
71873571,2,44501648 71873571
198241487,2,198241089 198241487
158275851,2,158275851 79581622
201777418,2,201777418 162596140
47517855,2,47517855 21185767
74692232,2,74692232 201016466
40655915,2,40655915 55070436
135782584,2,135782584 138989325
11897712,2,11897712 80564044
195860645,2,8059589 195860645
97714150,2,197087129 97714150
53238978,2,53238978 526158
16991533,2,122470948 16991533
150793976,2,150793976 155012426
109522388,2,116112921 109522388
34391383,2,9914409 34391383
159654374,2,159555810 159654374
19354188,2,27773572 19354188
11848929,2,11848929 40419604
103135779,2,103135779 42612931
77932173,2,27201314 77932173
110192122,2,110192122 19518916
1321722,2,1321722 196641309
119713769,2,119713769 151867398
120908269,2,12681513 120908269
41619133,2,196365841 41619133
30581150,2,16588754 30581150
153487107,2,156346128 153487107
2298664,2,2298664 198504034
101900198,2,98228898 101900198
3939176,2,3939176 79179963
97087155,2,196778283 97087155
28613096,2,28613096 38938758
15417147,2,15417147 151898861
195913910,2,195913910 9943103
199463544,2,199463544 67404279
113790825,2,238432 113790825
202775874,2,202775874 61562590
31457527,2,8177315 31457527
39458286,2,25573450 39458286
46880628,2,35403411 46880628
32822486,2,196946532 32822486
84950633,2,84950633 1650732
204134227,2,204134227 204102975
43724267,2,72263929 43724267
35522016,2,35522016 9340289
197368025,2,197368025 196728206
109839696,2,109839696 112245258
17798402,2,14329665 17798402
208583099,2,208583099 212691967
38197152,2,38197152 36057758
189843637,2,189843637 95647846
34645933,2,72809412 34645933
84684040,2,84684040 197308942
46712625,2,46712625 210807991
12219539,2,42826913 12219539
96456913,2,96456913 197123022
197847419,2,197847419 157982382
87505752,2,85348040 87505752
44361864,2,44361864 16178989
53512450,2,53512450 131471518
201301928,2,201301928 19901764
34696263,2,214264292 34696263
3884235,2,3884235 47569662
159001517,2,154444050 159001517
17502902,2,17502902 209529710
91840507,2,91840507 88011260
35511276,2,24218842 35511276
18797037,2,18797037 195678055
47564497,2,47564497 52828810
27314427,2,5363122 27314427
97017517,2,97017517 197313191
85660116,2,85660116 45416375
196285822,2,207908753 196285822
966667,2,215196089 966667
35681289,2,35681289 109732218
54467557,2,54467557 10423063
137860152,2,137860152 30476012
5476405,2,5476405 34720366
86424945,2,86725584 86424945
20509863,2,195684236 20509863
128699117,2,128699117 131676997
20426276,2,85282721 20426276
109609067,2,195783993 109609067
21451082,2,21451082 8261397
33521131,2,33521131 94608204
196642711,2,33614640 196642711
95175383,2,189905427 95175383
36314807,2,20802584 36314807
31929991,2,19225817 31929991
113841314,2,113841314 109001662
130054070,2,140183459 130054070
125993264,2,125993264 125997383
87692726,2,87692726 9863951
150805405,2,150805405 207446055
72170333,2,72170333 22926838
12996694,2,72280904 12996694
79133368,2,71859192 79133368
40213379,2,40213379 38394238
72910231,2,72621125 72910231
197140995,2,5269291 197140995
15542200,2,62100872 15542200
31340631,2,80316987 31340631
72183539,2,20727010 72183539
31563280,2,31563280 47557693
82849133,2,3412066 82849133
35533012,2,35533012 96650134
11374121,2,11374121 71591660
85366862,2,2443032 85366862
70457359,2,76308682 70457359
198210440,2,198210440 136996504
6890504,2,6890504 203907783
205007957,2,205007957 72748605
53301142,2,6507370 53301142
186143378,2,186143378 185190175
31272921,2,31272921 196418771
19132585,2,19132585 20468239
136557964,2,136557964 212748885
189908545,2,189908545 119684823
189880199,2,189880597 189880199
119600623,2,195309744 119600623
137455568,2,137455568 96440265
35701459,2,35701459 135461556
189819846,2,96643294 189819846
197332740,2,197332740 19980071
71826705,2,71826705 32363148
119816203,2,119816203 764077
195709589,2,17924122 195709589
209718749,2,5672889 209718749
195859248,2,195859248 123653796
19103442,2,19103442 148531834
124391556,2,124391556 123067030
53313343,2,140720429 53313343
34459404,2,41833018 34459404
32358714,2,32358714 71546102
214727946,2,214612289 214727946
36701397,2,25676540 36701397
16475494,2,14031416 16475494
123711427,2,119645858 123711427
8525796,2,22108131 8525796
13329782,2,22032738 13329782
123125818,2,123125818 15242603
101027630,2,112206858 101027630
3779581,2,91814409 3779581
42752806,2,30779972 42752806
195074201,2,195074201 122888693
189953192,2,189953192 140188742
196422874,2,196422874 208287563
1688,3,29741258 1688 47026415
195881347,2,195881347 5693814
4471932,2,4471932 2384743
17728793,2,199661000 17728793
25587085,2,72085155 25587085
29132255,2,42323125 29132255
12556828,2,39563530 12556828
3194789,2,47223113 3194789
113848997,2,109955024 113848997
197327973,2,196800597 197327973
110077939,2,110077939 197574588
124531599,2,121918931 124531599
68121126,2,71709641 68121126
35286937,2,35286937 94250596
10114961,2,10114961 54561354
54248862,2,54248862 31275631
3448495,2,57491247 3448495
155330132,2,155330132 197833052
196909144,2,196909144 98517191
98825145,2,98825145 197057356
118170270,2,16812329 118170270
37093900,2,848440 37093900
71556268,3,211192546 70737508 71556268
26476465,2,26476465 11790866
15390942,2,124802892 15390942
161014971,2,161555971 161014971
132834383,2,59235482 132834383
71661899,2,71661899 45361756
195896474,2,195896474 11338564
119679423,2,120192532 119679423
100496591,2,93105747 100496591
19210278,2,196966110 19210278
97339195,2,97339195 197392182
14238220,2,14238220 8025709
108743264,2,108743264 195858129
189764928,2,189764928 120455248
196897550,2,98200936 196897550
67224214,2,56660224 67224214
42977885,2,42977885 13733591
152283653,2,162183370 152283653
75912794,2,75912794 72452253
4727802,2,4727802 62191261
205574115,2,43035512 205574115
41612500,2,53871601 41612500
61751724,2,195867760 61751724
214550750,2,214529770 214550750
101455035,2,101455035 197210405
13013213,2,29391036 13013213
27332357,2,211192546 27332357
209349302,4,215143469 215121118 31324365 209349302
196892963,2,196892963 95126475
152286401,2,152286401 150438783
57875377,2,57875377 43707895
70078954,2,187558873 70078954
74635147,2,74635147 21617645
6240132,2,6240132 30773268
103195290,2,103195290 103859940
189547296,2,189547296 163489215
11616388,2,11616388 74252908
195864972,2,195864972 31888399
36496037,2,197109248 36496037
196947319,2,2682819 196947319
204143679,2,89877293 204143679
205846497,2,205846497 197310283
75666543,2,1691305 75666543
69124097,2,69124097 38002865
12087106,2,12087106 37124836
32584317,2,10961228 32584317
37983204,2,8301098 37983204
72646759,2,39523872 72646759
54302428,2,54254632 54302428
148369151,2,78279176 148369151
22047105,2,22047105 196024033
208211897,2,208211897 56598158
10597309,2,10597309 6138238
204230143,2,57369596 204230143
170023834,2,170023834 155934332
27248055,2,71418930 27248055
124602825,2,124602825 123256847
157854480,2,157854480 14392925
76942547,2,23930594 76942547
131684487,2,200683987 131684487
13999147,2,13999147 197168495
204125372,2,204125372 108967127
34530941,2,84361488 34530941
9337842,2,9337842 73163892
91590954,2,91794729 91590954
25798079,2,4961712 25798079
438609,2,109971152 438609
143510916,2,9239739 143510916
7027881,2,41658200 7027881
23998946,2,23998946 94621962
16455569,2,16455569 196683803
41771754,2,41771754 35921134
96819099,2,96819099 98504412
72589237,2,41711564 72589237
43899504,2,43899504 125357289
26364048,2,26364048 941961
195672617,2,195672617 36443299
2583738,2,2583738 58000421
204322786,2,24451050 204322786
102397442,2,102397442 138407638
195950892,2,195950892 3808101
8146175,2,208269870 8146175
72703936,2,72703936 16473622
30053084,2,30053084 46248382
25158093,2,6230648 25158093
157882481,2,157882481 157184719
42179138,2,42179138 71878794
145580298,2,145580298 135444846
136910714,2,136910714 189835660
26903215,2,26903215 111015575
4374742,2,45301718 4374742
2791943,2,30370758 2791943
196515092,2,196515092 196560255
26080218,2,26080218 45379906
73514527,2,149643683 73514527
108057377,2,108057377 108244455
81466461,2,143432872 81466461
195667537,2,195667537 11125199
129016287,2,186229281 129016287
900216,2,900216 85838782
88646148,2,88646148 209558493
93643638,2,94038284 93643638
24686920,2,24686920 208180296
196956539,2,26171739 196956539
18765882,2,18765882 62232702
45624371,2,45624371 34446295
99701025,2,99701025 101881372
196822778,2,196822778 197038151
54557875,2,54557875 205050094
189890280,2,189890280 121937820
196405412,2,23137513 196405412
196634201,2,196634201 51939676
197050897,2,123012272 197050897
197520096,3,211192546 204176984 197520096
51958851,2,51958851 51956783
208618188,2,196739152 208618188
93592453,2,95092028 93592453
77012207,2,59103008 77012207
95736590,2,97391916 95736590
197299290,2,91902552 197299290
29064122,2,9908817 29064122
37992336,2,37992336 5508594
44479515,2,44479515 45385781
124415165,2,28621426 124415165
197392578,2,98837440 197392578
82842883,2,82842883 92281679
195293070,2,41156413 195293070
33941775,2,41071571 33941775
196971833,2,196971833 96568230
21494314,2,85359017 21494314
203409203,2,203409203 52913868
208015834,2,208015834 43694188
39726552,2,39726552 17743149
54567374,2,54567374 397823
28073157,2,73038669 28073157
16416280,2,16416280 119072005
5691960,2,5691960 17923755
146990653,2,146990653 145321583
46326834,2,46326834 86683914
197100688,2,197100688 136733783
162291624,2,162291624 156478639
60254612,2,60254612 59714302
29080700,2,202334641 29080700
8905630,2,42868368 8905630
198128103,2,85671408 198128103
61093148,2,1566112 61093148
145738684,2,145738684 210211749
51663935,2,111214021 51663935
122365073,2,137765232 122365073
22724079,2,22724079 210428263
45333639,2,29108002 45333639
89857179,2,89857179 88542398
167219957,2,167219957 201631135
153954052,2,153954052 158708670
158550058,2,158550058 153686447
210600299,2,210600299 151230831
19901557,2,21321220 19901557
34454472,2,34454472 137002883
208695271,2,208716457 208695271
72809664,2,72809664 205093533
195313698,2,25865513 195313698
10697227,2,10697227 108877471
39825602,2,39825602 195312903
73023550,2,7674211 73023550
24216579,2,24216579 62734419
213815404,2,213815404 90261438
109902095,2,22341533 109902095
24666748,2,24666748 205249516
44274576,2,44274576 85312809
112434617,2,112434617 116380103
3788698,2,79717568 3788698
43502730,2,43502730 122966926
34367429,2,110251491 34367429
34137279,2,4517284 34137279
38190539,2,38190539 21125047
195275542,2,155487010 195275542
208851952,2,208851952 115609266
4796536,7,208785677 208789136 215676017 215714642 215655311 4796536 202165119
202100321,2,202100321 199657421
38998476,2,38998476 43217942
57672439,2,63926246 57672439
53584181,2,53584181 189931221
210309022,2,210611238 210309022
7160840,2,7160840 40414342
80253362,2,80253362 34558926
116863484,2,116863484 213113492
41268826,2,41268826 8792682
72063880,2,72063880 3121480
84592622,2,84592622 45207543
197086905,2,197086905 196702795
6477524,2,126405152 6477524
23695647,2,23695647 189779295
197384802,2,197384802 93936869
159300287,2,150762071 159300287
189874523,2,189874523 158895293
18826301,2,43756632 18826301
196743919,2,196903794 196743919
197345799,2,97602774 197345799
8997131,2,8997131 196974532
135482564,2,135482564 138997308
86560707,2,38678144 86560707
197017298,2,197017298 95188869
197620611,2,124445473 197620611
92550659,2,197660314 92550659
706265,2,706265 199054098
52851699,2,38042659 52851699
83330603,2,91795307 83330603
14274920,2,14274920 37445022
203661397,2,203661397 203639558
196992182,2,96118628 196992182
58427621,2,58427621 81112030
189825731,2,189825731 97776127
97533386,2,97533386 28490773
195370372,2,123276241 195370372
7717641,2,7717641 2392628
211298285,2,202896778 211298285
198685116,2,28122736 198685116
68052692,2,44689283 68052692
110130872,2,110130872 110065623
94201190,2,196977000 94201190
13459129,2,62687337 13459129
130461304,2,130461304 129260412
47184047,2,2329941 47184047
80321020,2,38301666 80321020
72559319,2,29721025 72559319
1236423,2,62727047 1236423
7471789,2,189877713 7471789
161896039,2,150129167 161896039
32743632,2,32743632 208253430
196992420,2,196816241 196992420
210231963,2,209829210 210231963
197318644,2,96703436 197318644
196974662,2,91530616 196974662
5415332,2,15354768 5415332
199613992,2,199613992 33879964
196765490,2,196765490 197134779
121332633,2,121332633 6889659
142583128,2,142583128 162191432
95682025,2,95682025 197074625
96004548,2,197392881 96004548
44410822,2,25614480 44410822
44589865,2,44589865 1691405
204398732,2,204398732 151265927
115231329,2,115231329 205571743
52800160,2,52800160 17837173
4377568,2,4377568 9804547
196646969,2,196646969 8562171
203097206,2,165023176 203097206
197039000,2,197039000 102287236
76464492,2,76464492 47259636
5540133,2,9244489 5540133
7594741,2,7594741 71836758
23304217,2,23304217 143493727
135811287,2,13276178 135811287
106408912,2,106408912 198998265
181898713,2,181898713 211526395
9918085,2,197008968 9918085
62082874,2,133033642 62082874
80230421,2,80230421 135444783
2952184,2,2952184 197243860
213437768,2,213437768 135361605
120267477,2,138538554 120267477
6969699,2,54360712 6969699
196695762,2,196909273 196695762
122457260,2,204178587 122457260
46775927,2,113482475 46775927
201143110,2,52983444 201143110
7593622,2,42931026 7593622
98134107,2,94804513 98134107
67388651,2,67388651 64363310
139239731,2,139239731 123396694
97887678,2,109153273 97887678
96724279,2,9401901 96724279
77987192,2,77987192 150051249
42695792,4,215143469 215121118 42695792 74500608
89773147,2,89773147 29969661
11402246,2,28229035 11402246
43719553,2,43719553 197313167
4448757,2,3198186 4448757
195316873,2,195316873 111181458
119167478,2,118385032 119167478
119480338,2,17753184 119480338
211348650,2,158977760 211348650
199687966,2,199687966 118598575
45378581,2,5418697 45378581
196631613,2,196631613 19023038
116252528,2,116252528 117559919
195071043,2,195071043 121272443
203868251,2,203864579 203868251
209279971,2,72594696 209279971
197216662,2,95991880 197216662
26132715,2,26132715 62766047
110607474,2,110607474 195859404
117092660,2,117092660 197780079
30519759,2,7616846 30519759
79179628,2,79179628 88478119
211228739,2,211228739 214065981
21409806,2,21147140 21409806
11490440,2,11490440 115517580
84335381,2,84335381 28538102
35930432,2,35930432 197255769
196820908,2,196820908 197377135
